,director_name,actor_2_name,gross,actor_1_name,actor_3_name,plot_keywords
2760,Clint Eastwood,Morgan Freeman,101157447.0,Clint Eastwood,Frances Fisher,englishman|leaving flowers on a grave|one last job|reputation|visiting wife's grave
2761,Lars von Trier,Jeremy Davies,74205.0,Bryce Dallas Howard,Jean-Marc Barr,cotton|female frontal nudity|flogging|gangster|slavery
2762,Danny Boyle,Saurabh Shukla,141319195.0,Anil Kapoor,Ayush Mahesh Khedekar,cheating|falling from height|murder|non professional cast|slum
2763,Adrian Lyne,Lois Smith,156645693.0,Fred Gwynne,Anne Archer,borderline personality disorder|killing a pet|madame butterfly|new york|new york city
2764,Garry Marshall,Hector Elizondo,178406268.0,Julia Roberts,Jason Alexander,businessman|falling in love with a prostitute|hotel|prostitute|rich man poor woman
2766,John Cornell,Linda Kozlowski,109306210.0,Paul Hogan,John Meillon,australia|australian|crime boss|crocodile|gangster
2768,Oliver Stone,Tom Berenger,70001698.0,Tom Cruise,Stephen Baldwin,desert|drunkenness|religious mother|strict mother|vietnam war
2769,Jon Turteltaub,Leon,68856263.0,Doug E. Doug,Malik Yoba,bobsled|coach|jamaica|olympic games|olympics
2770,Patrick Lussier,Jaime King,51527787.0,Jensen Ackles,Edi Gathegi,coma|death|miner|valentine|valentine's day
2771,Ole Bornedal,Madison Davenport,49122319.0,Kyra Sedgwick,Natasha Calis,basketball coach|box|jewish|rabbi|yard sale
2773,Sylvain White,Laz Alonso,61356221.0,Chris Brown,Harry Lennix,atlanta georgia|competition|dancer|death|fraternity
2774,Lewis Gilbert,Desmond Llewelyn,46800000.0,Caroline Munro,Barbara Bach,1970s|cult film|official james bond series|submarine|world war three
2776,Jamie Blanks,Loretta Devine,38048637.0,Alicia Witt,Julian Richings,campus|death|friend|professor|urban legend
2777,Stephen Frears,Peter Capaldi,34700000.0,Keanu Reeves,Swoosie Kurtz,catholic|corruption|emotional abuse|france|seduction
2778,Tyler Perry,Phylicia Rashad,35010192.0,Eddie Cibrian,Jamie Kennedy,businessman|fight|mean brother|narrated by character|wordplay in title
2779,Randal Kleiser,Klaus Maria Brandauer,34793160.0,Seymour Cassel,Susan Hogan,alaska|dog|friendship|gold|yukon
2780,Bruce McCulloch,Elaine Hendrix,30628981.0,Will Ferrell,Molly Shannon,dancing|orphan|school|special education|student
2781,Phyllida Lloyd,Jim Broadbent,29959436.0,Meryl Streep,Olivia Colman,british prime minister|female prime minister|politics|prime minister|told in flashback
2782,Mike Nawrocki,Mike Nawrocki,25571351.0,Phil Vischer,Shelby Vischer,anthropomorphism|pirate|pirate ship|tomato|whale
2783,John Singleton,Khandi Alexander,27515786.0,Janet Jackson,Maya Angelou,african american|mail carrier|poetry|postal worker|south central los angeles
2784,Kevin Bray,Roger Guenveur Smith,25482931.0,Mike Epps,Gino Salvano,black comedy|bounty hunter|diamond|machismo|money
2785,Wes Craven,W. Earl Brown,19900000.0,John Witherspoon,Allen Payne,blood|destiny|nightmare|partner|vampire
2787,Courtney Solomon,James D'Arcy,16298046.0,Sissy Spacek,Vernon Dobtcheff,flashback|lifting someone into the air|paranormal phenomena|voice over letter|year 1818
2788,David Zucker,Tyler Labine,15549702.0,Carmen Electra,Molly Shannon,boss' daughter|crush|house sitter|housesitting|love interest
2789,David Twohy,Milla Jovovich,15483540.0,Chris Hemsworth,Marley Shelton,cliff|hawaii|island|newlywed|waterfall
2790,Rick Famuyiwa,Lance Gross,20246959.0,America Ferrera,Lupe Ontiveros,california|love|marriage|wedding|wedding dress
2791,Alan Cohn,Linda Cardellini,15062898.0,Alyson Hannigan,Poppy Montgomery,college|college roommate|party|roommate|student
2792,Franco Zeffirelli,Joan Plowright,14348123.0,Lily Tomlin,Paolo Seganti,ambassador|american|art|english|italy
2793,Tom Holland,Bethany Joy Lenz,15171475.0,Joe Mantegna,Kari Wuhrer,death|doctor|gypsy|judge|lawyer
2795,Spike Lee,Delroy Lindo,13640000.0,Alfre Woodard,Isaiah Washington,argument|birthday|bully|coming of age|semi autobiographical
2796,Chris Rock,Eliza Coupe,12550242.0,Steve Buscemi,Wendell Pierce,banker|investment|investment banker|marriage|sex
2797,James Isaac,Kane Hodder,12610731.0,Peter Mensah,Lexa Doig,jason voorhees|lake|machete|scientist|slasher
2798,Shawn Levy,Donald Faison,47811275.0,Frankie Muniz,Lee Majors,brunette|film producer|liar|prank|stunt
2799,Emilio Estevez,Nick Cannon,11204499.0,Anthony Hopkins,Brian Geraghty,campaign|chess|friend|hotel|senator
2800,Mark Waters,Ivana Milicevic,10397365.0,Monica Potter,China Chow,apartment|fast motion scene|model|private investigation|suspected murder
2801,Josh Schwartz,Jackson Nicoll,9402410.0,Thomas McDonell,Osric Chau,adult humor|best friend|friend|halloween|teenage girl
2802,Julian Schnabel,Mathieu Amalric,5990075.0,Emmanuelle Seigner,Isaach De Bankolé,arc de triomphe paris|based on autobiography|coma|elle magazine|male frontal nudity
2803,Todd Field,Noah Emmerich,5459824.0,Kate Winslet,Jane Adams,adulterous wife|bar|dysfunctional marriage|sex offender|suburb
2804,Davis Guggenheim,Sharon Lawrence,5108820.0,Norman Reedus,Noam Jenkins,college|college campus|gossip|rape|sex
2805,Tony Goldwyn,Julie Kavner,4741987.0,Viggo Mortensen,Tovah Feldshuh,adulterous wife|cheating wife|summer|unfaithfulness|woodstock
2806,Phillip Noyce,Terry Pheto,4291965.0,Derek Luke,Bonnie Henna,attack|coach|colonel|jail|oil refinery
2807,Stephen Carpenter,Angela Featherstone,3100650.0,Melissa Sagemiller,Candace Kroslak,car accident|college|ghost|girl in panties|white panties
2808,James Ivory,Todd Boyce,2474000.0,Seth Gilliam,Nigel Whitmey,18th century|ambassador|french revolution|friendship|thomas jefferson
2809,Stephan Elliott,Kristin Scott Thomas,2656324.0,Colin Firth,Kris Marshall,estate|female frontal nudity|female nudity|no panties|unhappy marriage
2810,James Fargo,Joseph Cotten,1000000.0,Christopher Lee,Behrouz Vossoughi,afghanistan|caravan|rebel|russian|tribe
2811,Mike Leigh,Ruth Sheen,3958500.0,Lesley Manville,Karl Johnson,prism|rented room|scrofula|sketching|sunrise
2812,Alain Resnais,Sara Forestier,403649.0,Mathieu Amalric,Edouard Baer,dentist|letter|pilot|skateboard|wallet
2813,Costa-Gavras,Mathieu Kassovitz,274299.0,Sebastian Koch,Ulrich Mühe,jesuit|jew|pope|priest|ss
2815,Neil Burger,Katherine LaNasa,183088.0,John Heard,Mark L. Young,college tuition|guitar|road trip|soldier|stranded
2816,Kenneth Lonergan,Kieran Culkin,46495.0,Matt Damon,John Gallagher Jr.,accident|bus|loss of virginity|new york city|virginity
2818,Rob Reiner,Rebecca De Mornay,1752214.0,Madeline Carroll,Aidan Quinn,apology|falling in love|multiple perspectives|narrated by a girl|younger version of character
2819,Ang Lee,Heath Ledger,83025853.0,Jake Gyllenhaal,Anne Hathaway,gay relationship|homosexuality|mountain|ranch|rodeo
2820,Jonathan Liebesman,Danny Woodburn,190871240.0,Noel Fisher,Jeremy Howard,18 wheeler|mutant|ninja|sewer|turtle
2821,Amy Heckerling,Dan Hedaya,56631572.0,Donald Faison,Elisa Donovan,female protagonist|high school|makeover|matchmaker|popularity
2822,Todd Haynes,Celia Weston,15854988.0,Dennis Quaid,Michael Gaston,african american|catastrophe|family relationships|farewell scene|therapy
2823,Steve Pink,Gillian Jacobs,12282677.0,Adam Scott,Collette Wolfe,acid trip|gameshow|hot tub|time lord|time machine
2824,,Olaf Lubaszenko,447093.0,Krystyna Janda,Olgierd Lukaszewicz,meaning of life|moral challenge|morality|search for meaning|ten commandments
2825,Philip Kaufman,Stephen Marcus,7060876.0,Kate Winslet,Amelia Warner,asylum|lust|male pubic hair|penis|pubic hair
2826,Martin McDonagh,Gabourey Sidibe,14989761.0,Abbie Cornish,Michael Stuhlbarg,dognapping|gangster|misfiring gun|screenwriter|shih tzu
2827,Kasi Lemmons,Tamara Tunie,687081.0,Colm Feore,Aunjanue Ellis,chrysler building manhattan new york city|delusion|manhattan new york city|new york city|title directed by female
2829,Oliver Hirschbiegel,Bruno Ganz,5501940.0,Thomas Kretschmann,Alexandra Maria Lara,bunker|hitler|nazi|no exit|war ruins
2830,Alejandro Amenábar,Lola Dueñas,2086345.0,Belén Rueda,Tamar Novas,dignity|euthanasia|freedom|lawyer|sailor
2831,Jonathan Glazer,Paul Brannigan,2605039.0,Scarlett Johansson,Alison Chand,alien|desire|female nudity|male frontal nudity|scotland
2832,Barry Levinson,J.T. Walsh,123922370.0,Robin Williams,Bruno Kirby,disc jockey|friendship|radio|vietnam|vietnamese
2833,Hyung-rae Shim,Stephanie Danielson,163591.0,Jason Mewes,Michael Rispoli,mafia|mafia boss|mafiosi|mafioso|three word title
2834,Jon M. Chu,Sean Kingston,73000942.0,Usher Raymond,Boys II Men,boyhood friend|manager|plasma tv|prodigy|star
2835,Darren Aronofsky,Mila Kunis,106952327.0,Natalie Portman,Mark Margolis,ballerina|ballet|fear|female protagonist|madness
2836,José Padilha,Abbie Cornish,58607007.0,Gary Oldman,Jennifer Ehle,law enforcement|police|robocop|robot|technology
2837,Francis Ford Coppola,Al Pacino,57300000.0,Robert De Niro,Robert Duvall,1950s|corrupt politician|lake tahoe nevada|melancholy|revenge
2838,Thomas Carter,Terry Kinney,91038276.0,Sean Patrick Thomas,Fredro Starr,dance|dancing|ghetto|hip hop|imperative in title
2839,Renny Harlin,Rodney Eastman,49369900.0,Tuesday Knight,Brooke Bundy,demon|dream|elm street|freddy krueger|nightmare
2840,Patricia Riggen,Brighton Sharbino,61693523.0,Jennifer Garner,Martin Henderson,child cancer|christian film|christianity|falling into a hole|inspiring
2841,Danny Leiner,Mary Lynn Rajskub,46729374.0,Jennifer Garner,Marla Sokoloff,bare chested male|gay kiss|homoeroticism|lesbian kiss|transsexual
2842,Christopher Cain,Patrick Wayne,44726644.0,Jack Palance,Brian Keith,army|cattle|deputy|new mexico|rancher
2843,Theodore Melfi,Naomi Watts,44134898.0,Bill Murray,Reg E. Cathey,bullying|grumpy old man|school presentation|stroke|stroke recovery
2844,Steve Pink,Regina Hall,48637684.0,Joe Lo Truglio,Bryan Callen,bedroom|boyfriend girlfriend relationship|hug|interrupted sex|urban setting
2845,Gil Junger,Heath Ledger,38176108.0,Joseph Gordon-Levitt,Andrew Keegan,dating|protective father|school|shrew|teen movie
2846,Ed Decter,Eddie Griffin,28972187.0,Zooey Deschanel,Gene Simmons,cheerleader|geek|high school|prison|reference to janet jackson
2847,Gene Quintano,Lin Shaye,27979400.0,Jon Lovitz,Bill Nunn,cookie|detective|microfilm|parody|sergeant
2848,Jaume Collet-Serra,Brett Cullen,54257433.0,Óscar Jaenada,Sedona Legge,beach|island|mexico|prey|trapped
2849,Eric Bress,Eric Stoltz,23947.0,Logan Lerman,Cameron Bright,blackout|child pornography|memory|surprise ending|time travel
2850,Chris Koch,Mark Webber,60008303.0,Chris Elliott,Jean Smart,meteorologist|snow|snowed in|snowplow|weather
2851,Preston A. Whitmore II,Chris Brown,49121934.0,Mekhi Phifer,Loretta Devine,christmas|family home|musician|piano|secret
2852,Bob Clark,Dom DeLuise,27141959.0,Kathleen Turner,Ruby Dee,baby|boy|science|scientist|toddler
2853,Kirk Wong,Elliott Gould,27052167.0,Bokeem Woodbine,Antonio Sabato Jr.,hitman|kidnapping|kosher|vhs|video store
2854,Bronwen Hughes,Eartha Kitt,26539321.0,Gregory Smith,Charlotte Sullivan,binoculars|child spy|notebook|secret|spy
2855,John Lafia,Beth Grant,28501605.0,Jenny Agutter,Greg Germann,boy|doll|foster home|killer doll|serial killer
2856,Sam Miller,Kate del Castillo,52543632.0,Leslie Bibb,Henry Simmons,home invasion|police officer shot|police officer shot in the chest|psychopath|three word title
2857,Frank Darabont,Alexa Davalos,25592632.0,Toby Jones,Jeffrey DeMunn,desperation|fog|giant insect|survival|survival horror
2858,Alex Garland,Sonoya Mizuno,25440971.0,Elina Alminas,Corey Johnson,artificial intelligence|robot|robot human relationship|turing test|video surveillance
2859,Spike Jonze,Orson Bean,22858926.0,Willie Garson,Mary Kay Place,body swap|magical realism|portal|puppeteer|surrealism
2860,Mark Brown,Vivica A. Fox,22235901.0,Mo'Nique,Tamala Jones,advice|battle of the sexes|lingerie|romantic rivalry|rule
2861,Dave Green,Ella Wahlestedt,38916903.0,Teo Halm,Jason Gray-Stanford,alien|bar|construction worker|no opening credits|no title at beginning
2862,John Stockwell,Jay Hernandez,16929123.0,Kirsten Dunst,Rolando Molina,congressman|high school|latino|pacific palisades|school
2863,Clint Eastwood,Kazunari Ninomiya,13753931.0,Yuki Matsuzaki,Shidô Nakamura,blood splatter|general|island|japan|world war two
2864,Michael Polish,Virginia Madsen,10996440.0,J.K. Simmons,Bruce Dern,bank|fbi|fuel|rocket|space travel
2865,Daisy von Scherler Mayer,Jada Pinkett Smith,8026971.0,LL Cool J,Dave Chappelle,blind date|law clerk|love|manhattan new york city|world trade center manhattan new york city
2866,Lenny Abrahamson,Jacob Tremblay,14677654.0,Joan Allen,Cas Anvar,based on novel|escape|imprisonment|kidnapping|mother son relationship
2867,Bob Saget,Jack Warden,9975684.0,Don Rickles,Traylor Howard,cult film|gambling debt|job|off screen murder|revenge
2868,John Waters,Sam Waterston,7881335.0,Kathleen Turner,Traci Lords,dentist|housewife|howie scream|murder|perfection
2869,Andrew Fleming,Will Ferrell,6241697.0,Ryan Reynolds,Kirsten Dunst,political cover up|political satire|teenage girl|white house|witness
2871,Craig Bolotin,Vanessa Williams,5871603.0,Rosario Dawson,Robert Ri'chard,black cop|die hard scenario|hostage negotiator|police|police brutality
2872,Mark Christopher,Ellen Albertini Dow,16574731.0,Salma Hayek,Sela Ward,angel dust the drug|disco|new york city|quaalude|reference to princess grace of monaco
2873,Blair Hayes,Geoffrey Arend,5002310.0,Jake Gyllenhaal,Marley Shelton,cigarette smoking|hand on butt|niagara falls|plastic bubble|wedding
2874,Jez Butterworth,Mathieu Kassovitz,4919896.0,Mark Gatiss,Ben Chaplin,bank|bank clerk|birthday|mail order bride|russian
2875,Jon Lucas,Josie Loren,25675765.0,Justin Chon,Sarah Wright,21st birthday|college student|drunken man|pubic hair|standing up to father
2876,Olivier Assayas,Miranda Richardson,4857376.0,Steve Buscemi,Catalina Sandino Moreno,baby|divorce|oscar wilde|pigalle|tourist
2877,Rod Lurie,Kathryn Morris,3169424.0,Harry Lennix,Peter Coyote,boxing|colosseum|homeless man|reporter|writer
2878,Paul Weitz,Sarita Choudhury,18004225.0,Tina Fey,Christopher Evan Welch,adoption|female protagonist|princeton university|wedding|working women
2879,Patrice Leconte,Daniel Auteuil,3058380.0,Emir Kusturica,Yves Jacques,archipelago|guillotine|island|prison|redemption
2880,Atom Egoyan,Meghan Heffern,3074838.0,Liam Neeson,Natalie Lisinska,bare chested boy|doctor|escort|infidelity|prostitute
2881,Paul Mazursky,Ryan O'Neal,2104000.0,Chazz Palminteri,Paul Mazursky,bathroom|bathtub|female protagonist|flashback|kitchen
2882,Jim Sheridan,Jake Gyllenhaal,28501651.0,Natalie Portman,Ethan Suplee,afghanistan|death of soldier|presumed dead|prisoner|war trauma
2883,Sidney Lumet,Vin Diesel,1172769.0,Peter Dinklage,Alex Rocco,court|drugs|judge|mafia|mobster
2884,Stephen Chbosky,Ezra Miller,17738570.0,Logan Lerman,Kate Walsh,coming of age|depression|gay|high school|mental illness
2885,Jon Hess,Ian Gomez,1200000.0,Burt Young,Thomas Ian Griffith,exercise bicycle|face in food|police|police brutality|policeman
2886,Douglas McGrath,Isabella Rossellini,1150403.0,Toby Jones,Hope Davis,blood|book|cold calculation|murder|writer
2887,Michael Winterbottom,Sarah Polley,403932.0,Milla Jovovich,Shirley Henderson,gold|gold mine|miner|railroad|surveyor
2888,Mark Neveldine,Alison Lohman,1712111.0,Djimon Hounsou,Dougray Scott,evil|injury|possession|priest|vatican
2889,Joe Cornish,Luke Treadaway,1024175.0,John Boyega,Jodie Whittaker,alien|alien invasion|apartment|creature|gang
2890,Angelina Jolie Pitt,Nikola Djuricko,301305.0,Jelena Jovanova,Branko Djuric,bosnian war|church|emaciation|soldier|violence
2891,Brad Anderson,Tara Platt,51872378.0,Michael Imperioli,Roma Maffia,911 operator|calling 911|die hard scenario|head held underwater|white villain
2893,John Stainton,Aden Young,28399192.0,Steve Irwin,Steve Bastoni,cia|crocodile|satellite|snake|spider
2894,Glenn Ficarra,Louis Herthum,2035566.0,Dameon Clarke,Annie Golden,character name in title|con artist|fraud|gay|prison break
2896,Denzel Washington,Kevin Connolly,21078145.0,Denzel Washington,Derek Luke,black american|extortion|navy|psychiatrist|sailor
2897,Michael Hoffman,Embeth Davidtz,14060950.0,Gabriel Millman,Rob Morrow,classroom|fund raising|headmaster|reunion|roman
2898,Tony Scott,Gary Oldman,12281500.0,Brad Pitt,Michael Rapaport,aspiring actor|cocaine|drugs|pimp|suitcase full of money
2900,James Foley,Al Pacino,10725228.0,Kevin Spacey,Jude Ciccolella,office|pressure|real estate|robbery|sales
2901,Michael Winterbottom,Ned Beatty,214966.0,Liam Aiken,Jay R. Ferguson,deputy|murder|revenge|sheriff|texas
2903,Stewart Hendler,Margo Harshman,11956207.0,Julian Morris,Rumer Willis,prank gone wrong|scantily clad female|shotgun|sorority house|stabbed in the neck
2905,Craig Gillespie,Kelli Garner,5949693.0,Ryan Gosling,Paul Schneider,in love with an inanimate object|internet|introvert|psychologist|sex doll
2906,Mark Herman,Sheila Hancock,9030581.0,Richard Johnson,Cara Horgan,boy|fence|jew|nazis|poison gas
2907,Lars von Trier,Udo Kier,4157491.0,Catherine Deneuve,Björk,ends with quotation|execution|factory|women's prison|year 1964
2908,Gillian Armstrong,Richard Roxburgh,1508689.0,Tom Wilkinson,Clive Russell,australia|church|glass|inheritance|wager
2909,Abel Ferrara,Vincent Gallo,1227324.0,Isabella Rossellini,Gretchen Mol,1930s|madness|murder|new york city|violence
2910,Brian Koppelman,David Costabile,4360548.0,Jenna Fischer,Richard Schiff,aging|hdtv|high definition television|love|marriage
2911,Ethan Maniquis,Don Johnson,26589953.0,Robert De Niro,Cheech Marin,machete|mexican|mexico|priest|texas
2912,George Hickenlooper,Eric Schweig,1039869.0,Kevin Spacey,Christian Campbell,corruption|lobbyist|murder|washington d.c.|washington d.c. lobbyist
2913,Don Bluth,Gabriel Damon,48092846.0,Judith Barsi,Bill Erwin,brontosaurus|classical music|dinosaur|dinosaur feature|earthquake
2914,Je-kyu Kang,Bin Won,1110186.0,Min-sik Choi,Dong-gun Jang,1950s|archeologist|korea|korean war|soldier
2915,William Dear,Cheech Marin,1089445.0,Clifton Collins Jr.,Bruce McGill,baseball movie|little league|little league baseball|mexico|three word title
2916,William Friedkin,Linda Blair,204565000.0,Ellen Burstyn,Lee J. Cobb,demonic possession|exorcism|exorcist|loss of innocence|priest
